Description,Drivetrain,Manufacturer,ModelNumber,ModelYear,Package,PassDoors,Style_ID,TrimName
Preferred Awd W/trend Package,ALL_WHEEL_DRIVE,HYUNDAI,TUCWDK2EPRTR,2026,480579,4,Sport Utility,Preferred
Preferred Awd,ALL_WHEEL_DRIVE,HYUNDAI,TUCWDK2EPM00,2026,480580,4,Sport Utility,Preferred
Preferred Awd W/trend Package,ALL_WHEEL_DRIVE,HYUNDAI,TUCWDK2EPMTM,2026,480581,4,Sport Utility,Preferred
N-Line Awd,ALL_WHEEL_DRIVE,HYUNDAI,TUHWDG1ANLHE,2026,480562,4,Sport Utility,N-Line
Ultimate Awd,ALL_WHEEL_DRIVE,HYUNDAI,TUHWDG1AULHE,2026,480563,4,Sport Utility,Ultimate
Night Edition Awd,ALL_WHEEL_DRIVE,HYUNDAI,TUHWDG1ANE00,2026,485675,4,Sport Utility,Night Edition
Ultimate Awd,ALL_WHEEL_DRIVE,HYUNDAI,TUPWDG1AULPH,2026,480564,4,Sport Utility,Ultimate
Essential Ivt,FRONT_WHEEL_DRIVE,HYUNDAI,VNCW5V1FES00,2026,480300,4,Sport Utility,Essential
Essential Ivt W/two-Tone,FRONT_WHEEL_DRIVE,HYUNDAI,VNCW5V1FESTT,2026,480301,4,Sport Utility,Essential
Preferred Ivt,FRONT_WHEEL_DRIVE,HYUNDAI,VNCW5V1FPR00,2026,480302,4,Sport Utility,Preferred
Preferred Ivt W/two-Tone,FRONT_WHEEL_DRIVE,HYUNDAI,VNCW5V1FPRTT,2026,480303,4,Sport Utility,Preferred
Ultimate Ivt W/black Interior,FRONT_WHEEL_DRIVE,HYUNDAI,VNCW5V1FUL00,2026,480304,4,Sport Utility,Ultimate
Ultimate Ivt W/denim Interior,FRONT_WHEEL_DRIVE,HYUNDAI,VNCW5V1FULCP,2026,480305,4,Sport Utility,Ultimate
Gx Awd,ALL_WHEEL_DRIVE,MAZDA,ZXXL84,2024,447804,4,Sport Utility,GX
Gs Awd,ALL_WHEEL_DRIVE,MAZDA,ZXSL84,2024,447805,4,Sport Utility,GS
Gt Awd,ALL_WHEEL_DRIVE,MAZDA,ZXTL84,2024,447806,4,Sport Utility,GT
Gt W/turbo Awd,ALL_WHEEL_DRIVE,MAZDA,ZXTM84,2024,447807,4,Sport Utility,GT w/Turbo
Suna Awd,ALL_WHEEL_DRIVE,MAZDA,ZXUM84,2024,447808,4,Sport Utility,Suna
Gx Awd *ltd Avail*,ALL_WHEEL_DRIVE,MAZDA,NXXN84,2024,445370,4,Sport Utility,GX
Gs Awd *ltd Avail*,ALL_WHEEL_DRIVE,MAZDA,NXSN84,2024,445371,4,Sport Utility,GS
Kuro Awd,ALL_WHEEL_DRIVE,MAZDA,NXBN84,2024,445372,4,Sport Utility,Kuro
Gt Awd,ALL_WHEEL_DRIVE,MAZDA,NXTN84,2024,445373,4,Sport Utility,GT
Sport Design Awd,ALL_WHEEL_DRIVE,MAZDA,NXDM84,2024,445374,4,Sport Utility,Sport Design
Signature Awd,ALL_WHEEL_DRIVE,MAZDA,NXKM84,2024,445375,4,Sport Utility,Signature
Suna Awd,ALL_WHEEL_DRIVE,MAZDA,NXUM84,2024,445376,4,Sport Utility,Suna
Gx Awd W/o Cd,ALL_WHEEL_DRIVE,MAZDA,NXXL84,2024,451113,4,Sport Utility,GX
Gs Awd W/o Cd,ALL_WHEEL_DRIVE,MAZDA,NXSL84,2024,451114,4,Sport Utility,GS
Gs-L Awd,ALL_WHEEL_DRIVE,MAZDA,JXLN84,2024,444168,4,Sport Utility,GS-L
Gt Awd,ALL_WHEEL_DRIVE,MAZDA,JXTN84,2024,444169,4,Sport Utility,GT
Gt W/turbo Awd,ALL_WHEEL_DRIVE,MAZDA,JXTM84,2024,444170,4,Sport Utility,GT w/Turbo
Meridian Edition Awd,ALL_WHEEL_DRIVE,MAZDA,JXTM84,2024,444171,4,Sport Utility,Meridian Edition
Gs Awd,ALL_WHEEL_DRIVE,MAZDA,WXSF84,2024,438890,4,Sport Utility,GS
Gs-L Awd,ALL_WHEEL_DRIVE,MAZDA,WXLF84,2024,438891,4,Sport Utility,GS-L
Gt Awd,ALL_WHEEL_DRIVE,MAZDA,WXTF84,2024,438892,4,Sport Utility,GT
Gt-P Awd,ALL_WHEEL_DRIVE,MAZDA,WXPG84,2024,438893,4,Sport Utility,GT-P
Signature Awd,ALL_WHEEL_DRIVE,MAZDA,WXKG84,2024,438894,4,Sport Utility,Signature
Gs Awd,ALL_WHEEL_DRIVE,MAZDA,VXSP84,2024,438887,4,Sport Utility,GS
Gs-L Awd,ALL_WHEEL_DRIVE,MAZDA,VXLP84,2024,438888,4,Sport Utility,GS-L
Gt Awd,ALL_WHEEL_DRIVE,MAZDA,VXTP84,2024,438889,4,Sport Utility,GT
Gx Auto Fwd,FRONT_WHEEL_DRIVE,MAZDA,DVXL84,2024,444021,4,4dr Car,GX
Gs Auto Fwd,FRONT_WHEEL_DRIVE,MAZDA,DVSL84,2024,444022,4,4dr Car,GS
Gt Auto Fwd,FRONT_WHEEL_DRIVE,MAZDA,DVTL84,2024,444023,4,4dr Car,GT
Gs Auto Awd,ALL_WHEEL_DRIVE,MAZDA,DXSL84,2024,444024,4,4dr Car,GS
Gt Auto Awd,ALL_WHEEL_DRIVE,MAZDA,DXTL84,2024,444025,4,4dr Car,GT
Gt W/turbo Auto Awd,ALL_WHEEL_DRIVE,MAZDA,DXTM84,2024,444026,4,4dr Car,GT w/Turbo
Gx Auto Fwd,FRONT_WHEEL_DRIVE,MAZDA,SVXL84,2024,444918,4,4dr Car,GX
Gs Auto Fwd,FRONT_WHEEL_DRIVE,MAZDA,SVSL84,2024,444919,4,4dr Car,GS
Gt Manual Fwd,FRONT_WHEEL_DRIVE,MAZDA,SVTL64,2024,444920,4,4dr Car,GT
Gt Auto Fwd,FRONT_WHEEL_DRIVE,MAZDA,SVTL84,2024,444921,4,4dr Car,GT
Gs Auto Awd,ALL_WHEEL_DRIVE,MAZDA,SXSL84,2024,444922,4,4dr Car,GS
Gt Auto Awd,ALL_WHEEL_DRIVE,MAZDA,SXTL84,2024,444923,4,4dr Car,GT
Gt W/turbo Auto Awd,ALL_WHEEL_DRIVE,MAZDA,SXTM84,2024,444924,4,4dr Car,GT w/Turbo
Suna Auto Awd,ALL_WHEEL_DRIVE,MAZDA,SXUM84,2024,444925,4,4dr Car,Suna
Gs Fwd,FRONT_WHEEL_DRIVE,MAZDA,KVSB84,2024,453513,4,Sport Utility,GS
Gt Fwd,FRONT_WHEEL_DRIVE,MAZDA,KVTB84,2024,453514,4,Sport Utility,GT
Gs Manual,REAR_WHEEL_DRIVE,MAZDA,L2SK64,2024,453418,2,2dr Car,GS
Gs-P Manual,REAR_WHEEL_DRIVE,MAZDA,L2PK64,2024,453419,2,2dr Car,GS-P
Gs-P Auto,REAR_WHEEL_DRIVE,MAZDA,L2PK84,2024,453420,2,2dr Car,GS-P
Gt Manual,REAR_WHEEL_DRIVE,MAZDA,L2TK64,2024,453421,2,2dr Car,GT
Gt Auto,REAR_WHEEL_DRIVE,MAZDA,L2TK84,2024,453422,2,2dr Car,GT
Gs-P Manual,REAR_WHEEL_DRIVE,MAZDA,L3PK64,2024,453423,2,2dr Car,GS-P
Gs-P Auto,REAR_WHEEL_DRIVE,MAZDA,L3PK84,2024,453424,2,2dr Car,GS-P
Gt Manual,REAR_WHEEL_DRIVE,MAZDA,L3TK64,2024,453425,2,2dr Car,GT
Gt Auto,REAR_WHEEL_DRIVE,MAZDA,L3TK84,2024,453426,2,2dr Car,GT
Gx Awd,ALL_WHEEL_DRIVE,MAZDA,ZXXL85,2025,463053,4,Sport Utility,GX
Gs Awd,ALL_WHEEL_DRIVE,MAZDA,ZXSL85,2025,463054,4,Sport Utility,GS
Gt Awd,ALL_WHEEL_DRIVE,MAZDA,ZXTL85,2025,463055,4,Sport Utility,GT
Gt W/turbo Awd,ALL_WHEEL_DRIVE,MAZDA,ZXTM85,2025,463056,4,Sport Utility,GT w/Turbo
Suna Awd,ALL_WHEEL_DRIVE,MAZDA,ZXUM85,2025,463057,4,Sport Utility,Suna
Gx Awd,ALL_WHEEL_DRIVE,MAZDA,NXXL85,2025,461688,4,Sport Utility,GX
Gs Awd,ALL_WHEEL_DRIVE,MAZDA,NXSL85,2025,461689,4,Sport Utility,GS
Kuro Awd,ALL_WHEEL_DRIVE,MAZDA,NXBN85,2025,461690,4,Sport Utility,Kuro
Gt Awd,ALL_WHEEL_DRIVE,MAZDA,NXTN85,2025,461691,4,Sport Utility,GT
Sport Design Awd,ALL_WHEEL_DRIVE,MAZDA,NXDM85,2025,461692,4,Sport Utility,Sport Design
Suna Awd,ALL_WHEEL_DRIVE,MAZDA,NXUM85,2025,461693,4,Sport Utility,Suna
Signature Awd,ALL_WHEEL_DRIVE,MAZDA,NXKM85,2025,461694,4,Sport Utility,Signature
Gs-L Awd,ALL_WHEEL_DRIVE,MAZDA,JXLN85,2025,461996,4,Sport Utility,GS-L
Gt Awd,ALL_WHEEL_DRIVE,MAZDA,JXTN85,2025,461997,4,Sport Utility,GT
Gt W/turbo Awd,ALL_WHEEL_DRIVE,MAZDA,JXTM85,2025,461998,4,Sport Utility,GT w/Turbo
Meridian Edition Awd,ALL_WHEEL_DRIVE,MAZDA,JXTM85,2025,461999,4,Sport Utility,Meridian Edition
Gs-L E-Awd,ALL_WHEEL_DRIVE,MAZDA,MXLH85,2025,462388,4,Sport Utility,GS-L
Kuro E-Awd,ALL_WHEEL_DRIVE,MAZDA,MXBH85,2025,462389,4,Sport Utility,Kuro
Gt E-Awd,ALL_WHEEL_DRIVE,MAZDA,MXTH85,2025,462390,4,Sport Utility,GT
Gs-L Awd,ALL_WHEEL_DRIVE,MAZDA,XXLF85,2025,453634,4,Sport Utility,GS-L
Gt Awd,ALL_WHEEL_DRIVE,MAZDA,XXTF85,2025,453635,4,Sport Utility,GT
Gt-P Awd,ALL_WHEEL_DRIVE,MAZDA,XXPG85,2025,453636,4,Sport Utility,GT-P
Signature Awd,ALL_WHEEL_DRIVE,MAZDA,XXKG85,2025,453637,4,Sport Utility,Signature
Gs-L Awd,ALL_WHEEL_DRIVE,MAZDA,YXLP85,2025,453632,4,Sport Utility,GS-L
Gt Awd,ALL_WHEEL_DRIVE,MAZDA,YXTP85,2025,453633,4,Sport Utility,GT
Gs Awd,ALL_WHEEL_DRIVE,MAZDA,WXSF85,2025,461802,4,Sport Utility,GS
Gs-L Awd,ALL_WHEEL_DRIVE,MAZDA,WXLF85,2025,461803,4,Sport Utility,GS-L
Gt Awd,ALL_WHEEL_DRIVE,MAZDA,WXTF85,2025,461804,4,Sport Utility,GT
Gt-P Awd,ALL_WHEEL_DRIVE,MAZDA,WXPG85,2025,461805,4,Sport Utility,GT-P
Signature Awd,ALL_WHEEL_DRIVE,MAZDA,WXKG85,2025,461806,4,Sport Utility,Signature
Gs Awd,ALL_WHEEL_DRIVE,MAZDA,VXSP85,2025,461700,4,Sport Utility,GS
Gs-L Awd,ALL_WHEEL_DRIVE,MAZDA,VXLP85,2025,461701,4,Sport Utility,GS-L
Gt Awd,ALL_WHEEL_DRIVE,MAZDA,VXTP85,2025,461702,4,Sport Utility,GT
Gx Auto Fwd,FRONT_WHEEL_DRIVE,MAZDA,DVXL85,2025,461087,4,4dr Car,GX
Gs Auto Fwd,FRONT_WHEEL_DRIVE,MAZDA,DVSL85,2025,461088,4,4dr Car,GS
Gt Auto Fwd,FRONT_WHEEL_DRIVE,MAZDA,DVTL85,2025,461089,4,4dr Car,GT
Gs Auto Awd,ALL_WHEEL_DRIVE,MAZDA,DXSL85,2025,461090,4,4dr Car,GS
Gt Auto Awd,ALL_WHEEL_DRIVE,MAZDA,DXTL85,2025,461091,4,4dr Car,GT
Gt W/turbo Auto Awd,ALL_WHEEL_DRIVE,MAZDA,DXTM85,2025,461092,4,4dr Car,GT w/Turbo
Gx Auto Fwd,FRONT_WHEEL_DRIVE,MAZDA,SVXL85,2025,461093,4,4dr Car,GX
Gs Auto Fwd,FRONT_WHEEL_DRIVE,MAZDA,SVSL85,2025,461094,4,4dr Car,GS
Gt Manual Fwd,FRONT_WHEEL_DRIVE,MAZDA,SVTL65,2025,461095,4,4dr Car,GT
Gt Auto Fwd,FRONT_WHEEL_DRIVE,MAZDA,SVTL85,2025,461096,4,4dr Car,GT
Gs Auto Awd,ALL_WHEEL_DRIVE,MAZDA,SXSL85,2025,461097,4,4dr Car,GS
Gt Auto Awd,ALL_WHEEL_DRIVE,MAZDA,SXTL85,2025,461098,4,4dr Car,GT
Gt W/turbo Auto Awd,ALL_WHEEL_DRIVE,MAZDA,SXTM85,2025,461099,4,4dr Car,GT w/Turbo
Suna Auto Awd,ALL_WHEEL_DRIVE,MAZDA,SXUM85,2025,461100,4,4dr Car,Suna
Gs Manual,REAR_WHEEL_DRIVE,MAZDA,L2SK65,2025,470171,2,2dr Car,GS
Gs-P Manual,REAR_WHEEL_DRIVE,MAZDA,L2PK65,2025,470172,2,2dr Car,GS-P
Gs-P Auto,REAR_WHEEL_DRIVE,MAZDA,L2PK85,2025,470173,2,2dr Car,GS-P
Gt Manual,REAR_WHEEL_DRIVE,MAZDA,L2TK65,2025,470174,2,2dr Car,GT
Gt Auto,REAR_WHEEL_DRIVE,MAZDA,L2TK85,2025,470175,2,2dr Car,GT
35th Anniversary Edition Manual,REAR_WHEEL_DRIVE,MAZDA,L2EK65,2025,470780,2,2dr Car,35th Anniversary Edition
Gs-P Manual,REAR_WHEEL_DRIVE,MAZDA,L3PK65,2025,469862,2,2dr Car,GS-P
Gs-P Auto,REAR_WHEEL_DRIVE,MAZDA,L3PK85,2025,469863,2,2dr Car,GS-P
Gt Manual,REAR_WHEEL_DRIVE,MAZDA,L3TK65,2025,469864,2,2dr Car,GT
Gt Auto,REAR_WHEEL_DRIVE,MAZDA,L3TK85,2025,469865,2,2dr Car,GT
Gx Awd,ALL_WHEEL_DRIVE,MAZDA,ZXXL86,2026,483015,4,Sport Utility,GX
Gs Awd,ALL_WHEEL_DRIVE,MAZDA,ZXSL86,2026,483016,4,Sport Utility,GS
Gt Awd,ALL_WHEEL_DRIVE,MAZDA,ZXTL86,2026,483017,4,Sport Utility,GT
Gt W/turbo Awd,ALL_WHEEL_DRIVE,MAZDA,ZXTM86,2026,483018,4,Sport Utility,GT w/Turbo
Gx Awd,ALL_WHEEL_DRIVE,MAZDA,NXXL86,2026,483282,4,Sport Utility,GX
Gs Awd,ALL_WHEEL_DRIVE,MAZDA,NXSL86,2026,483283,4,Sport Utility,GS
Gt Awd,ALL_WHEEL_DRIVE,MAZDA,NXTL86,2026,483284,4,Sport Utility,GT
Gs-L Awd,ALL_WHEEL_DRIVE,MAZDA,XXLF86,2026,483075,4,Sport Utility,GS-L
Gt Awd,ALL_WHEEL_DRIVE,MAZDA,XXTF86,2026,483076,4,Sport Utility,GT
Gt-P Awd,ALL_WHEEL_DRIVE,MAZDA,XXPG86,2026,483077,4,Sport Utility,GT-P
Signature Awd,ALL_WHEEL_DRIVE,MAZDA,XXKG86,2026,483078,4,Sport Utility,Signature
Gt Awd,ALL_WHEEL_DRIVE,MAZDA,YXTP86,2026,483123,4,Sport Utility,GT
Gs Sc Awd,ALL_WHEEL_DRIVE,MAZDA,YXCP86,2026,483124,4,Sport Utility,GS SC
Gs-L Sc Awd,ALL_WHEEL_DRIVE,MAZDA,YXHP86,2026,483125,4,Sport Utility,GS-L SC
Signature Awd,ALL_WHEEL_DRIVE,MAZDA,YXKP86,2026,483126,4,Sport Utility,Signature
Gs Awd,ALL_WHEEL_DRIVE,MAZDA,WXSF86,2026,483114,4,Sport Utility,GS
Gs-L Awd,ALL_WHEEL_DRIVE,MAZDA,WXLF86,2026,483115,4,Sport Utility,GS-L
Gt Awd,ALL_WHEEL_DRIVE,MAZDA,WXTF86,2026,483116,4,Sport Utility,GT
Gt-P Awd,ALL_WHEEL_DRIVE,MAZDA,WXPG86,2026,483117,4,Sport Utility,GT-P
Signature Awd,ALL_WHEEL_DRIVE,MAZDA,WXKG86,2026,483118,4,Sport Utility,Signature
Gs Awd,ALL_WHEEL_DRIVE,MAZDA,VXSP86,2026,483119,4,Sport Utility,GS
Gs-L Awd,ALL_WHEEL_DRIVE,MAZDA,VXLP86,2026,483120,4,Sport Utility,GS-L
Gt Awd,ALL_WHEEL_DRIVE,MAZDA,VXTP86,2026,483121,4,Sport Utility,GT
Signature Awd,ALL_WHEEL_DRIVE,MAZDA,VXKP86,2026,483122,4,Sport Utility,Signature
Gx Fwd,FRONT_WHEEL_DRIVE,MAZDA,DVXL86,2026,483005,4,4dr Car,GX
Gs Fwd,FRONT_WHEEL_DRIVE,MAZDA,DVSL86,2026,483006,4,4dr Car,GS
Gt Fwd,FRONT_WHEEL_DRIVE,MAZDA,DVTL86,2026,483007,4,4dr Car,GT
Gs Awd,ALL_WHEEL_DRIVE,MAZDA,DXSL86,2026,483008,4,4dr Car,GS
Gt Awd,ALL_WHEEL_DRIVE,MAZDA,DXTL86,2026,483009,4,4dr Car,GT
Gt W/turbo Awd,ALL_WHEEL_DRIVE,MAZDA,DXTM86,2026,483010,4,4dr Car,GT w/Turbo
Gx Auto Fwd,FRONT_WHEEL_DRIVE,MAZDA,SVXL86,2026,483028,4,4dr Car,GX
Gs Auto Fwd,FRONT_WHEEL_DRIVE,MAZDA,SVSL86,2026,483029,4,4dr Car,GS
Gt Manual Fwd,FRONT_WHEEL_DRIVE,MAZDA,SVTL66,2026,483030,4,4dr Car,GT
Gt Auto Fwd,FRONT_WHEEL_DRIVE,MAZDA,SVTL86,2026,483031,4,4dr Car,GT
Gs Auto Awd,ALL_WHEEL_DRIVE,MAZDA,SXSL86,2026,483032,4,4dr Car,GS
Gt Auto Awd,ALL_WHEEL_DRIVE,MAZDA,SXTL86,2026,483033,4,4dr Car,GT
Gt W/turbo Auto Awd,ALL_WHEEL_DRIVE,MAZDA,SXTM86,2026,483034,4,4dr Car,GT w/Turbo
Gs Manual,REAR_WHEEL_DRIVE,MAZDA,L2SK66,2026,483880,2,2dr Car,GS
Gs-P Manual,REAR_WHEEL_DRIVE,MAZDA,L2PK66,2026,483881,2,2dr Car,GS-P
Gs-P Auto,REAR_WHEEL_DRIVE,MAZDA,L2PK86,2026,483882,2,2dr Car,GS-P
Gt Manual,REAR_WHEEL_DRIVE,MAZDA,L2TK66,2026,483883,2,2dr Car,GT
Gt Auto,REAR_WHEEL_DRIVE,MAZDA,L2TK86,2026,483884,2,2dr Car,GT
Gs-P Manual,REAR_WHEEL_DRIVE,MAZDA,L3PK66,2026,483885,2,2dr Car,GS-P
Gs-P Auto,REAR_WHEEL_DRIVE,MAZDA,L3PK86,2026,483886,2,2dr Car,GS-P
Gt Manual,REAR_WHEEL_DRIVE,MAZDA,L3TK66,2026,483887,2,2dr Car,GT
Gt Auto,REAR_WHEEL_DRIVE,MAZDA,L3TK86,2026,483888,2,2dr Car,GT
Awd,ALL_WHEEL_DRIVE,GENESIS,G8ES4ZE1GP00,2024,450310,4,4dr Car,
Prestige Awd,ALL_WHEEL_DRIVE,GENESIS,V7EW5ZE1GP00,2024,447828,4,Sport Utility,Prestige
2.5t Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,G7CS4K2DGA00,2024,452610,4,4dr Car,2.5T Advanced
2.5t Prestige Awd,ALL_WHEEL_DRIVE,GENESIS,G7CS4K2DGP00,2024,452611,4,4dr Car,2.5T Prestige
3.3t Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,G7CS4K3AGA00,2024,452612,4,4dr Car,3.3T Advanced
3.3t Sport Awd,ALL_WHEEL_DRIVE,GENESIS,G7CS4K3AGS00,2024,452613,4,4dr Car,3.3T Sport
2.5t Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,G8CS4K2DGA00,2024,444087,4,4dr Car,2.5T Advanced
3.5t Sport Plus Awd,ALL_WHEEL_DRIVE,GENESIS,G8CS4K3BGSAU,2024,444088,4,4dr Car,3.5T Sport Plus
E-Sc Prestige Awd,ALL_WHEEL_DRIVE,GENESIS,G9CS4K3BXXPS,2024,450256,4,4dr Car,e-SC Prestige
Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,V6EW5ZE227AD,2024,444967,4,Sport Utility,Advanced
Performance Awd,ALL_WHEEL_DRIVE,GENESIS,V6EW5ZE127AR,2024,444968,4,Sport Utility,Performance
Performance Awd W/navy Interior,ALL_WHEEL_DRIVE,GENESIS,V6EW5ZE127PF,2024,444969,4,Sport Utility,Performance
2.5t Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,V7CW5K2D27AD,2024,447829,4,Sport Utility,2.5T Advanced
2.5t Advanced Plus Awd,ALL_WHEEL_DRIVE,GENESIS,V7CW5K2DGAAU,2024,447830,4,Sport Utility,2.5T Advanced Plus
2.5t Prestige Awd,ALL_WHEEL_DRIVE,GENESIS,V7CW5K2DGP00,2024,447831,4,Sport Utility,2.5T Prestige
3.5t Sport Awd,ALL_WHEEL_DRIVE,GENESIS,V7CW5K3BGS00,2024,447832,4,Sport Utility,3.5T Sport
3.5t Sport Plus Without Lsd,ALL_WHEEL_DRIVE,GENESIS,V7CW5K3BGSAF,2024,447833,4,Sport Utility,3.5T Sport Plus w/o LSD
3.5t Sport Plus With-Lsd,ALL_WHEEL_DRIVE,GENESIS,V7CW5K3BGSBE,2024,447834,4,Sport Utility,3.5T Sport Plus w/LSD
2.5t Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,V8CW5K2DGA00,2024,438592,4,Sport Utility,2.5T Advanced
3.5t Prestige Awd 5-Passenger,ALL_WHEEL_DRIVE,GENESIS,V8CW5K3BGPAM,2024,438593,4,Sport Utility,3.5T Prestige
3.5t Prestige Awd 5-Passenger W/matte Paint,ALL_WHEEL_DRIVE,GENESIS,V8CW5K3BGPAP,2024,438594,4,Sport Utility,3.5T Prestige
3.5t Prestige Awd 7-Passenger,ALL_WHEEL_DRIVE,GENESIS,V8CW7K3BGP00,2024,438595,4,Sport Utility,3.5T Prestige
3.5t Prestige Awd 7-Passenger W/matte Paint,ALL_WHEEL_DRIVE,GENESIS,V8CW7K3BGPAO,2024,438596,4,Sport Utility,3.5T Prestige
3.5t Advanced Awd 5-Passenger,ALL_WHEEL_DRIVE,GENESIS,V8CW5K3BGAAX,2024,438597,4,Sport Utility,3.5T Advanced
3.5t Advanced Awd 5-Passenger W/matte Paint,ALL_WHEEL_DRIVE,GENESIS,V8CW5K3BGAAY,2024,438598,4,Sport Utility,3.5T Advanced
Prestige Awd,ALL_WHEEL_DRIVE,GENESIS,V7EW5ZE1GP00,2025,463311,4,Sport Utility,Prestige
Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,V7EW5ZE1GA00,2025,463312,4,Sport Utility,Advanced
Advanced Plus Awd,ALL_WHEEL_DRIVE,GENESIS,V7EW5ZE1GAAU,2025,463313,4,Sport Utility,Advanced Plus
2.5t Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,G7CS4K2DGA00,2025,455533,4,4dr Car,2.5T Advanced
2.5t Prestige Awd,ALL_WHEEL_DRIVE,GENESIS,G7CS4K2DGP00,2025,455534,4,4dr Car,2.5T Prestige
3.3t Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,G7CS4K3AGA00,2025,455535,4,4dr Car,3.3T Advanced
3.3t Sport Awd,ALL_WHEEL_DRIVE,GENESIS,G7CS4K3AGS00,2025,455536,4,4dr Car,3.3T Sport
2.5t Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,G8CS4K2DGA00,2025,466610,4,4dr Car,2.5T Advanced
3.5t Sport Plus Awd,ALL_WHEEL_DRIVE,GENESIS,G8CS4K3BGSAU,2025,466611,4,4dr Car,3.5T Sport Plus
E-Sc Prestige Awd,ALL_WHEEL_DRIVE,GENESIS,G9CS4K3BXXPS,2025,463358,4,4dr Car,e-SC Prestige
Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,V6EW5ZE227AD,2025,461704,4,Sport Utility,Advanced
Performance Awd,ALL_WHEEL_DRIVE,GENESIS,V6EW5ZE127AR,2025,461705,4,Sport Utility,Performance
Performance Awd W/navy Interior,ALL_WHEEL_DRIVE,GENESIS,V6EW5ZE127PF,2025,461706,4,Sport Utility,Performance
2.5t Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,V7CW5K2D27AD,2025,455516,4,Sport Utility,2.5T Advanced
2.5t Advanced Plus Awd,ALL_WHEEL_DRIVE,GENESIS,V7CW5K2DGAAU,2025,455517,4,Sport Utility,2.5T Advanced Plus
2.5t Prestige Awd,ALL_WHEEL_DRIVE,GENESIS,V7CW5K2DGP00,2025,455518,4,Sport Utility,2.5T Prestige
3.5t Sport Awd,ALL_WHEEL_DRIVE,GENESIS,V7CW5K3BGS00,2025,455519,4,Sport Utility,3.5T Sport
3.5t Sport Plus With-Lsd,ALL_WHEEL_DRIVE,GENESIS,V7CW5K3BGSBE,2025,455520,4,Sport Utility,3.5T Sport Plus w/LSD
2.5t Advanced Awd 5-Passenger,ALL_WHEEL_DRIVE,GENESIS,V8CW5K2DGA00,2025,459749,4,Sport Utility,2.5T Advanced
3.5t Advanced With-Technology Package Awd 7-Passenger,ALL_WHEEL_DRIVE,GENESIS,V8CW7K3BGA55,2025,459750,4,Sport Utility,3.5T Advanced
3.5t Prestige Awd 7-Passenger,ALL_WHEEL_DRIVE,GENESIS,V8CW7K3BGP00,2025,459751,4,Sport Utility,3.5T Prestige
2.5t Advanced With-Technology Package Awd 5-Passenger,ALL_WHEEL_DRIVE,GENESIS,V8CW5K2DGA55,2025,459752,4,Sport Utility,2.5T Advanced
3.5t E-Sc Awd,ALL_WHEEL_DRIVE,GENESIS,V8CC7K3BGP00,2025,460325,4,Sport Utility,3.5T e-SC
Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,V7EW5ZE1GA00,2026,481478,4,Sport Utility,Advanced
Prestige Awd,ALL_WHEEL_DRIVE,GENESIS,V7EW5ZE1GP00,2026,481479,4,Sport Utility,Prestige
2.5t Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,G7CS4K2DGA00,2026,475088,4,4dr Car,2.5T Advanced
2.5t Prestige Awd,ALL_WHEEL_DRIVE,GENESIS,G7CS4K2DGP00,2026,475089,4,4dr Car,2.5T Prestige
3.3t Sport Awd,ALL_WHEEL_DRIVE,GENESIS,G7CS4K3AGS00,2026,475090,4,4dr Car,3.3T Sport
3.3t Graphite Special-Edition Edition Awd,ALL_WHEEL_DRIVE,GENESIS,G7CS4K3AGSGR,2026,484079,4,4dr Car,3.3T Graphite Special Edition
2.5t Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,G8CS4K2DGA00,2026,479262,4,4dr Car,2.5T Advanced
3.5t Sport Awd,ALL_WHEEL_DRIVE,GENESIS,G8CS4K3BGS00,2026,479263,4,4dr Car,3.5T Sport
3.5t Prestige Black-Package Awd,ALL_WHEEL_DRIVE,GENESIS,G8CS4K3BGPBL,2026,479264,4,4dr Car,3.5T Prestige Black
E-Sc Prestige Awd,ALL_WHEEL_DRIVE,GENESIS,G9CS4K3BGP00,2026,479289,4,4dr Car,e-SC Prestige
E-Sc Prestige Ash Wood Awd,ALL_WHEEL_DRIVE,GENESIS,G9CS4K3BGPAW,2026,479290,4,4dr Car,e-SC Prestige Ash Wood
E-Sc Prestige Black-Package Awd,ALL_WHEEL_DRIVE,GENESIS,G9CS4K3BGPBL,2026,479291,4,4dr Car,e-SC Prestige Black
Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,V6EW5ZE2GWAE,2026,481700,4,Sport Utility,Advanced
Awd *ltd Avail*,ALL_WHEEL_DRIVE,GENESIS,V6EW5ZE2GW00,2026,481701,4,Sport Utility,
