Description,Drivetrain,Manufacturer,ModelNumber,ModelYear,Package,PassDoors,Style_ID,TrimName
2.5t Advanced Technology Package Awd,ALL_WHEEL_DRIVE,GENESIS,V7CW5K2DGA55,2026,470387,4,Sport Utility,2.5T Advanced Technology Package
2.5t Prestige Awd,ALL_WHEEL_DRIVE,GENESIS,V7CW5K2DGP00,2026,470388,4,Sport Utility,2.5T Prestige
3.5t Sport Quilting Awd,ALL_WHEEL_DRIVE,GENESIS,V7CW5K3BGS00,2026,470389,4,Sport Utility,3.5T Sport Quilting
3.5t Sport Suede Awd,ALL_WHEEL_DRIVE,GENESIS,V7CW5K3BGSAU,2026,473370,4,Sport Utility,3.5T Sport Suede
2.5t Advanced Awd 5-Passenger,ALL_WHEEL_DRIVE,GENESIS,V8CW5K2DGA00,2026,479284,4,Sport Utility,2.5T Advanced
2.5t Advanced With-Technology Package Awd 5-Passenger,ALL_WHEEL_DRIVE,GENESIS,V8CW5K2DGA55,2026,479285,4,Sport Utility,2.5T Advanced
3.5t Advanced With-Technology Package Awd 7-Passenger,ALL_WHEEL_DRIVE,GENESIS,V8CW7K3BGA55,2026,479286,4,Sport Utility,3.5T Advanced
3.5t Prestige Awd 7-Passenger,ALL_WHEEL_DRIVE,GENESIS,V8CW7K3BGP00,2026,479287,4,Sport Utility,3.5T Prestige
3.5t Prestige Awd 7-Passenger Black-Package,ALL_WHEEL_DRIVE,GENESIS,V8CW7K3BGPBL,2026,479288,4,Sport Utility,3.5T Prestige Black
3.5t E-Sc Awd,ALL_WHEEL_DRIVE,GENESIS,V8CC7K3BGP00,2026,479433,4,Sport Utility,3.5T e-SC
3.5t E-Sc Prestige Black-Package Awd,ALL_WHEEL_DRIVE,GENESIS,V8CC7K3BGPBL,2026,479434,4,Sport Utility,3.5T e-SC Prestige Black
Es Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,CE45-B,2024,439265,4,Sport Utility,ES
Se Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,CE45-F,2024,439266,4,Sport Utility,SE
Sel Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,CE45-G,2024,439267,4,Sport Utility,SEL
Gt Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,CE45-X,2024,439268,4,Sport Utility,GT
Noir Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,CE45-N,2024,447971,4,Sport Utility,NOIR
Es Cvt,FRONT_WHEEL_DRIVE,MITSUBISHI,CG44-A,2024,443870,4,4dr Car,ES
Gt Cvt,FRONT_WHEEL_DRIVE,MITSUBISHI,CG44-T,2024,443871,4,4dr Car,GT
Noir Cvt,FRONT_WHEEL_DRIVE,MITSUBISHI,CG44-N,2024,443872,4,4dr Car,NOIR
Es Awc,ALL_WHEEL_DRIVE,MITSUBISHI,CO45-B,2024,446113,4,Sport Utility,ES
Se Awc,ALL_WHEEL_DRIVE,MITSUBISHI,CO45-D,2024,446114,4,Sport Utility,SE
Le Awc,ALL_WHEEL_DRIVE,MITSUBISHI,CO45-F,2024,446115,4,Sport Utility,LE
Sel Awc,ALL_WHEEL_DRIVE,MITSUBISHI,CO45-G,2024,446116,4,Sport Utility,SEL
Gt Awc,ALL_WHEEL_DRIVE,MITSUBISHI,CO45-X,2024,446117,4,Sport Utility,GT
Gt Premium Awc,ALL_WHEEL_DRIVE,MITSUBISHI,CO45-X,2024,446118,4,Sport Utility,GT Premium
Gt Noir Awc,ALL_WHEEL_DRIVE,MITSUBISHI,CO45-N,2024,460910,4,Sport Utility,GT NOIR
Es Awc,ALL_WHEEL_DRIVE,MITSUBISHI,COEV-B,2024,447075,4,Sport Utility,ES
Le Awc,ALL_WHEEL_DRIVE,MITSUBISHI,COEV-F,2024,447076,4,Sport Utility,LE
Sel Awc,ALL_WHEEL_DRIVE,MITSUBISHI,COEV-G,2024,447077,4,Sport Utility,SEL
Gt Awc,ALL_WHEEL_DRIVE,MITSUBISHI,COEV-X,2024,447078,4,Sport Utility,GT
Noir Awc,ALL_WHEEL_DRIVE,MITSUBISHI,COEV-N,2024,455290,4,Sport Utility,NOIR
Es Fwd,FRONT_WHEEL_DRIVE,MITSUBISHI,CS45-A,2024,446465,4,Sport Utility,ES
Es Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,CS45-B,2024,446466,4,Sport Utility,ES
Se Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,CS45-E,2024,446467,4,Sport Utility,SE
Sel Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,CS45-G,2024,446468,4,Sport Utility,SEL
Gt Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,CS45-Z,2024,446469,4,Sport Utility,GT
Noir Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,CS45-N,2024,446470,4,Sport Utility,NOIR
Es Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,CE45-B,2025,466272,4,Sport Utility,ES
Se Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,CE45-F,2025,466273,4,Sport Utility,SE
Sel Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,CE45-G,2025,466274,4,Sport Utility,SEL
Gt Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,CE45-X,2025,466275,4,Sport Utility,GT
Noir Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,CE45-N,2025,466276,4,Sport Utility,NOIR
Es Awc,ALL_WHEEL_DRIVE,MITSUBISHI,CO45-B,2025,470581,4,Sport Utility,ES
Se Awc,ALL_WHEEL_DRIVE,MITSUBISHI,CO45-D,2025,470582,4,Sport Utility,SE
Le Awc,ALL_WHEEL_DRIVE,MITSUBISHI,CO45-F,2025,470583,4,Sport Utility,LE
Sel Awc,ALL_WHEEL_DRIVE,MITSUBISHI,CO45-G,2025,470584,4,Sport Utility,SEL
Gt Awc,ALL_WHEEL_DRIVE,MITSUBISHI,CO45-X,2025,470585,4,Sport Utility,GT
Gt Premium Awc,ALL_WHEEL_DRIVE,MITSUBISHI,CO45-X,2025,470586,4,Sport Utility,GT Premium
Es Awc,ALL_WHEEL_DRIVE,MITSUBISHI,COEV-B,2025,459713,4,Sport Utility,ES
Le Awc,ALL_WHEEL_DRIVE,MITSUBISHI,COEV-F,2025,459714,4,Sport Utility,LE
Sel Awc,ALL_WHEEL_DRIVE,MITSUBISHI,COEV-G,2025,459715,4,Sport Utility,SEL
Gt Awc,ALL_WHEEL_DRIVE,MITSUBISHI,COEV-X,2025,459716,4,Sport Utility,GT
Se Awc,ALL_WHEEL_DRIVE,MITSUBISHI,COEV-D,2025,459717,4,Sport Utility,SE
Gt Noir Awc,ALL_WHEEL_DRIVE,MITSUBISHI,COEV-N,2025,459718,4,Sport Utility,GT NOIR
Es Fwd,FRONT_WHEEL_DRIVE,MITSUBISHI,CS45-A,2025,470165,4,Sport Utility,ES
Es Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,CS45-B,2025,470166,4,Sport Utility,ES
Se Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,CS45-E,2025,470167,4,Sport Utility,SE
Sel Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,CS45-G,2025,470168,4,Sport Utility,SEL
Noir Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,CS45-N,2025,470169,4,Sport Utility,NOIR
Gt Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,CS45-Z,2025,470170,4,Sport Utility,GT
Es Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,CE45-B,2026,477389,4,Sport Utility,ES
Se Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,CE45-F,2026,477390,4,Sport Utility,SE
Gt Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,CE45-X,2026,477391,4,Sport Utility,GT
Noir Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,CE45-N,2026,477392,4,Sport Utility,NOIR
Es Awc,ALL_WHEEL_DRIVE,MITSUBISHI,CO45-B,2026,481877,4,Sport Utility,ES
Se Awc,ALL_WHEEL_DRIVE,MITSUBISHI,CO45-D,2026,481878,4,Sport Utility,SE
Le Awc,ALL_WHEEL_DRIVE,MITSUBISHI,CO45-F,2026,481879,4,Sport Utility,LE
Sel Awc,ALL_WHEEL_DRIVE,MITSUBISHI,CO45-G,2026,481880,4,Sport Utility,SEL
Gt Awc,ALL_WHEEL_DRIVE,MITSUBISHI,CO45-X,2026,481881,4,Sport Utility,GT
Gt Premium Awc,ALL_WHEEL_DRIVE,MITSUBISHI,CO45-X,2026,481882,4,Sport Utility,GT Premium
Gt Noir Awc,ALL_WHEEL_DRIVE,MITSUBISHI,CO45-N,2026,483389,4,Sport Utility,GT NOIR
Es Awc,ALL_WHEEL_DRIVE,MITSUBISHI,COEV-B,2026,483107,4,Sport Utility,ES
Se Awc,ALL_WHEEL_DRIVE,MITSUBISHI,COEV-D,2026,483108,4,Sport Utility,SE
Le Awc,ALL_WHEEL_DRIVE,MITSUBISHI,COEV-F,2026,483109,4,Sport Utility,LE
Sel Awc,ALL_WHEEL_DRIVE,MITSUBISHI,COEV-G,2026,483110,4,Sport Utility,SEL
Gt Awc,ALL_WHEEL_DRIVE,MITSUBISHI,COEV-X,2026,483111,4,Sport Utility,GT
Gt Noir Awc,ALL_WHEEL_DRIVE,MITSUBISHI,COEV-N,2026,483112,4,Sport Utility,GT NOIR
Es Fwd,FRONT_WHEEL_DRIVE,MITSUBISHI,CS45-A,2026,481614,4,Sport Utility,ES
Es Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,CS45-B,2026,481615,4,Sport Utility,ES
Se Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,CS45-E,2026,481616,4,Sport Utility,SE
Sel Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,CS45-G,2026,481617,4,Sport Utility,SEL
Noir Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,CS45-N,2026,481618,4,Sport Utility,NOIR
Gt Awc,FOUR_WHEEL_DRIVE,MITSUBISHI,CS45-Z,2026,481619,4,Sport Utility,GT
Sport eCVT,FRONT_WHEEL_DRIVE,HONDA,CY2F5RJ,2024,448274,4,4dr Car,Sport
Touring eCVT,FRONT_WHEEL_DRIVE,HONDA,CY2F8RKN,2024,448275,4,4dr Car,Touring
EX CVT,FRONT_WHEEL_DRIVE,HONDA,CY1F3RJ,2024,448171,4,4dr Car,EX
Sport CVT,FRONT_WHEEL_DRIVE,HONDA,FL1H8RJ,2024,446977,4,4dr Car,Sport
Sport Touring Manual,FRONT_WHEEL_DRIVE,HONDA,FL1G8RKN,2024,446978,4,4dr Car,Sport Touring
Sport Touring CVT,FRONT_WHEEL_DRIVE,HONDA,FL1H8RKN,2024,446979,4,4dr Car,Sport Touring
EX CVT,FRONT_WHEEL_DRIVE,HONDA,FE2F3RJ,2024,445420,4,4dr Car,EX
Sport CVT,FRONT_WHEEL_DRIVE,HONDA,FE2F5RJ,2024,445421,4,4dr Car,Sport
Touring CVT,FRONT_WHEEL_DRIVE,HONDA,FE1F9RKN,2024,445422,4,4dr Car,Touring
LX-B CVT,FRONT_WHEEL_DRIVE,HONDA,FE2F2RET,2024,445423,4,4dr Car,LX-B
Manual,FRONT_WHEEL_DRIVE,HONDA,FE1E5RK,2024,445465,4,4dr Car,
Manual,FRONT_WHEEL_DRIVE,HONDA,FL5G4RG,2024,452410,4,4dr Car,
Sport AWD,ALL_WHEEL_DRIVE,HONDA,RS4H5RJS,2024,443586,4,Sport Utility,Sport
EX-L AWD,ALL_WHEEL_DRIVE,HONDA,RS4H7RJS,2024,443587,4,Sport Utility,EX-L
LX-B AWD,ALL_WHEEL_DRIVE,HONDA,RS4H2RESX,2024,443588,4,Sport Utility,LX-B
LX-B 2WD,FRONT_WHEEL_DRIVE,HONDA,RS3H2RESX,2024,443589,4,Sport Utility,LX-B
Touring AWD,ALL_WHEEL_DRIVE,HONDA,RS6H9RKSX,2024,443601,4,Sport Utility,Touring
EX-L AWD,ALL_WHEEL_DRIVE,HONDA,RS6H7RJSX,2024,443602,4,Sport Utility,EX-L
EX-L Navi AWD CVT,ALL_WHEEL_DRIVE,HONDA,RZ2H7RK,2024,439889,4,Sport Utility,EX-L Navi
LX-B AWD CVT,ALL_WHEEL_DRIVE,HONDA,RZ2H3REX,2024,439890,4,Sport Utility,LX-B
Sport-B AWD CVT,ALL_WHEEL_DRIVE,HONDA,RZ2H5RJX,2024,439891,4,Sport Utility,Sport-B
LX-B 2WD CVT,FRONT_WHEEL_DRIVE,HONDA,RZ1H3REX,2024,439892,4,Sport Utility,LX-B
EX-L Auto,FRONT_WHEEL_DRIVE,HONDA,RL6H6RJN,2024,446119,4,"Mini-van, Passenger",EX-L
Touring Auto,FRONT_WHEEL_DRIVE,HONDA,RL6H8RKN,2024,446120,4,"Mini-van, Passenger",Touring
Black Edition Auto,FRONT_WHEEL_DRIVE,HONDA,RL6H0RKN,2024,446121,4,"Mini-van, Passenger",Black Edition
Sport AWD,ALL_WHEEL_DRIVE,HONDA,YF8H2RJ,2024,452219,4,Sport Utility,Sport
TrailSport AWD,ALL_WHEEL_DRIVE,HONDA,YF8H6RJN,2024,452220,4,Sport Utility,TrailSport
Black Edition AWD,ALL_WHEEL_DRIVE,HONDA,YF8H8RKN,2024,452221,4,Sport Utility,Black Edition
Sport AWD,ALL_WHEEL_DRIVE,HONDA,YG1H3RE,2024,446980,4,Sport Utility,Sport
EX-L AWD,ALL_WHEEL_DRIVE,HONDA,YG1H4REN,2024,446981,4,Sport Utility,EX-L
TrailSport AWD,ALL_WHEEL_DRIVE,HONDA,YG1H6RJ,2024,446982,4,Sport Utility,TrailSport
Touring AWD,ALL_WHEEL_DRIVE,HONDA,YG1H7RKN,2024,446983,4,Sport Utility,Touring
Black Edition AWD,ALL_WHEEL_DRIVE,HONDA,YG1H8RKN,2024,446984,4,Sport Utility,Black Edition
EX AWD,ALL_WHEEL_DRIVE,HONDA,3B4H2RE,2024,456013,4,Sport Utility,EX
EX-L AWD,ALL_WHEEL_DRIVE,HONDA,3B4H4RJ,2024,456014,4,Sport Utility,EX-L
Touring AWD,ALL_WHEEL_DRIVE,HONDA,3B4H6RJ,2024,456015,4,Sport Utility,Touring
Sport AWD,ALL_WHEEL_DRIVE,HONDA,YK3F1RJ,2024,452433,4,Crew Cab Pickup,Sport
Black Edition AWD,ALL_WHEEL_DRIVE,HONDA,YK3F8RKN,2024,452434,4,Crew Cab Pickup,Black Edition
TrailSport AWD,ALL_WHEEL_DRIVE,HONDA,YK3F6RJN,2024,452435,4,Crew Cab Pickup,TrailSport
Sport-L eCVT,FRONT_WHEEL_DRIVE,HONDA,CY2F7SJN,2025,464597,4,4dr Car,Sport-L
Touring eCVT,FRONT_WHEEL_DRIVE,HONDA,CY2F8SKN,2025,464598,4,4dr Car,Touring
SE CVT,FRONT_WHEEL_DRIVE,HONDA,CY1F4SJ,2025,464596,4,4dr Car,SE
Sport CVT,FRONT_WHEEL_DRIVE,HONDA,FL2H8SE,2025,464571,4,4dr Car,Sport
Sport eCVT,FRONT_WHEEL_DRIVE,HONDA,FL4H8SJ,2025,464762,4,4dr Car,Sport
Sport Touring eCVT,FRONT_WHEEL_DRIVE,HONDA,FL4H9SKN,2025,464763,4,4dr Car,Sport Touring
Sport CVT,FRONT_WHEEL_DRIVE,HONDA,FE2F5SJ,2025,460785,4,4dr Car,Sport
LX CVT,FRONT_WHEEL_DRIVE,HONDA,FE2F2SE,2025,460786,4,4dr Car,LX
Sport eCVT,FRONT_WHEEL_DRIVE,HONDA,FE4F8SJ,2025,460883,4,4dr Car,Sport
Sport Touring eCVT,FRONT_WHEEL_DRIVE,HONDA,FE4F8SKN,2025,460884,4,4dr Car,Sport Touring
Manual,FRONT_WHEEL_DRIVE,HONDA,FE1E5SK,2025,463075,4,4dr Car,
Manual,FRONT_WHEEL_DRIVE,HONDA,FL5G4SG,2025,465223,4,4dr Car,
Sport AWD,ALL_WHEEL_DRIVE,HONDA,RS4H5SJS,2025,458858,4,Sport Utility,Sport
LX AWD,ALL_WHEEL_DRIVE,HONDA,RS4H2SES,2025,458859,4,Sport Utility,LX
LX 2WD,FRONT_WHEEL_DRIVE,HONDA,RS3H2SES,2025,458860,4,Sport Utility,LX
EX-L AWD,ALL_WHEEL_DRIVE,HONDA,RS6H7SJSX,2025,458861,4,Sport Utility,EX-L
Touring AWD,ALL_WHEEL_DRIVE,HONDA,RS6H9SKSX,2025,458862,4,Sport Utility,Touring
LX AWD CVT,ALL_WHEEL_DRIVE,HONDA,RZ2H3SE,2025,459072,4,Sport Utility,LX
Sport AWD CVT,ALL_WHEEL_DRIVE,HONDA,RZ2H5SJ,2025,459073,4,Sport Utility,Sport
EX-L Navi AWD CVT,ALL_WHEEL_DRIVE,HONDA,RZ2H7SK,2025,459074,4,Sport Utility,EX-L Navi
LX 2WD CVT,FRONT_WHEEL_DRIVE,HONDA,RZ1H3SE,2025,459075,4,Sport Utility,LX
Touring Auto,FRONT_WHEEL_DRIVE,HONDA,RL6H8SKN,2025,462215,4,"Mini-van, Passenger",Touring
Black Edition Auto,FRONT_WHEEL_DRIVE,HONDA,RL6H0SKN,2025,462216,4,"Mini-van, Passenger",Black Edition
Sport Auto,FRONT_WHEEL_DRIVE,HONDA,RL6H4SJ,2025,462217,4,"Mini-van, Passenger",Sport
Sport-L Auto,FRONT_WHEEL_DRIVE,HONDA,RL6H7SJN,2025,462218,4,"Mini-van, Passenger",Sport-L
Sport AWD,ALL_WHEEL_DRIVE,HONDA,YF8H2SJ,2025,462232,4,Sport Utility,Sport
TrailSport AWD,ALL_WHEEL_DRIVE,HONDA,YF8H6SJN,2025,462233,4,Sport Utility,TrailSport
Black Edition AWD,ALL_WHEEL_DRIVE,HONDA,YF8H8SKN,2025,462234,4,Sport Utility,Black Edition
Sport AWD,ALL_WHEEL_DRIVE,HONDA,YG1H3SE,2025,457612,4,Sport Utility,Sport
EX-L AWD,ALL_WHEEL_DRIVE,HONDA,YG1H4SEN,2025,457613,4,Sport Utility,EX-L
TrailSport AWD,ALL_WHEEL_DRIVE,HONDA,YG1H6SJ,2025,457614,4,Sport Utility,TrailSport
Touring AWD,ALL_WHEEL_DRIVE,HONDA,YG1H7SKN,2025,457615,4,Sport Utility,Touring
Black Edition AWD,ALL_WHEEL_DRIVE,HONDA,YG1H9SKN,2025,457616,4,Sport Utility,Black Edition
EX AWD,ALL_WHEEL_DRIVE,HONDA,3B4H2SE,2025,477393,4,Sport Utility,EX
EX-L AWD,ALL_WHEEL_DRIVE,HONDA,3B4H4SJ,2025,477394,4,Sport Utility,EX-L
Touring AWD,ALL_WHEEL_DRIVE,HONDA,3B4H6SJ,2025,477395,4,Sport Utility,Touring
Sport AWD,ALL_WHEEL_DRIVE,HONDA,YK3F1SJ,2025,462991,4,Crew Cab Pickup,Sport
TrailSport AWD,ALL_WHEEL_DRIVE,HONDA,YK3F6SJN,2025,462992,4,Crew Cab Pickup,TrailSport
Black Edition AWD,ALL_WHEEL_DRIVE,HONDA,YK3F8SKN,2025,462993,4,Crew Cab Pickup,Black Edition
Sport-L eCVT,FRONT_WHEEL_DRIVE,HONDA,CY2F7TJVN,2026,483347,4,4dr Car,Sport-L
Touring eCVT,FRONT_WHEEL_DRIVE,HONDA,CY2F8TKVN,2026,483348,4,4dr Car,Touring
SE CVT,FRONT_WHEEL_DRIVE,HONDA,CY1F4TJV,2026,483346,4,4dr Car,SE
Sport CVT,FRONT_WHEEL_DRIVE,HONDA,FL2H8TE,2026,480283,4,4dr Car,Sport
Sport eCVT,FRONT_WHEEL_DRIVE,HONDA,FL4H8TJY,2026,480281,4,4dr Car,Sport
Sport Touring eCVT,FRONT_WHEEL_DRIVE,HONDA,FL4H9TKNY,2026,480282,4,4dr Car,Sport Touring
LX CVT,FRONT_WHEEL_DRIVE,HONDA,FE2F2TE,2026,478588,4,4dr Car,LX
Sport CVT,FRONT_WHEEL_DRIVE,HONDA,FE2F5TJ,2026,478589,4,4dr Car,Sport
Sport eCVT,FRONT_WHEEL_DRIVE,HONDA,FE4F8TJ,2026,478590,4,4dr Car,Sport
Sport Touring eCVT,FRONT_WHEEL_DRIVE,HONDA,FE4F8TKN,2026,478591,4,4dr Car,Sport Touring
Manual,FRONT_WHEEL_DRIVE,HONDA,FE1E5TK,2026,478811,4,4dr Car,
Manual,FRONT_WHEEL_DRIVE,HONDA,FL5G4TG,2026,485475,4,4dr Car,
LX AWD,ALL_WHEEL_DRIVE,HONDA,RS4H2TES,2026,477734,4,Sport Utility,LX
Sport AWD,ALL_WHEEL_DRIVE,HONDA,RS4H5TJS,2026,477735,4,Sport Utility,Sport
LX 2WD,FRONT_WHEEL_DRIVE,HONDA,RS3H2TES,2026,477736,4,Sport Utility,LX
EX-L AWD,ALL_WHEEL_DRIVE,HONDA,RS6H7TJGX,2026,477737,4,Sport Utility,EX-L
Touring AWD,ALL_WHEEL_DRIVE,HONDA,RS6H9TKGX,2026,477738,4,Sport Utility,Touring
Sport AWD,ALL_WHEEL_DRIVE,HONDA,RS6H5TJGX,2026,477739,4,Sport Utility,Sport
TrailSport AWD,ALL_WHEEL_DRIVE,HONDA,RS6H6TJG,2026,477740,4,Sport Utility,TrailSport
LX AWD CVT,ALL_WHEEL_DRIVE,HONDA,RZ2H3TE,2026,477771,4,Sport Utility,LX
Sport AWD CVT,ALL_WHEEL_DRIVE,HONDA,RZ2H5TJ,2026,477772,4,Sport Utility,Sport
EX-L AWD CVT,ALL_WHEEL_DRIVE,HONDA,RZ2H7TKY,2026,477773,4,Sport Utility,EX-L
LX 2WD CVT,FRONT_WHEEL_DRIVE,HONDA,RZ1H3TE,2026,477774,4,Sport Utility,LX
Sport Auto,FRONT_WHEEL_DRIVE,HONDA,RL6H4TJ,2026,480143,4,"Mini-van, Passenger",Sport
Sport-L Auto,FRONT_WHEEL_DRIVE,HONDA,RL6H7TJN,2026,480144,4,"Mini-van, Passenger",Sport-L
Touring Auto,FRONT_WHEEL_DRIVE,HONDA,RL6H8TKN,2026,480145,4,"Mini-van, Passenger",Touring
Black Edition Auto,FRONT_WHEEL_DRIVE,HONDA,RL6H0TKN,2026,480146,4,"Mini-van, Passenger",Black Edition
TrailSport AWD,ALL_WHEEL_DRIVE,HONDA,YF9H5TK,2026,477730,4,Sport Utility,TrailSport
TrailSport Blackout AWD,ALL_WHEEL_DRIVE,HONDA,YF9H5TKX,2026,477731,4,Sport Utility,TrailSport Blackout
TrailSport Touring AWD,ALL_WHEEL_DRIVE,HONDA,YF9H8TKN,2026,477732,4,Sport Utility,TrailSport Touring
TrailSport Touring Blackout AWD,ALL_WHEEL_DRIVE,HONDA,YF9H8TKNX,2026,477733,4,Sport Utility,TrailSport Touring Blackout
Sport AWD,ALL_WHEEL_DRIVE,HONDA,YG1H3TE,2026,483162,4,Sport Utility,Sport
EX-L AWD,ALL_WHEEL_DRIVE,HONDA,YG1H4TEN,2026,483163,4,Sport Utility,EX-L
TrailSport AWD,ALL_WHEEL_DRIVE,HONDA,YG1H6TJ,2026,483164,4,Sport Utility,TrailSport
Touring AWD,ALL_WHEEL_DRIVE,HONDA,YG1H7TKN,2026,483165,4,Sport Utility,Touring
Black Edition AWD,ALL_WHEEL_DRIVE,HONDA,YG1H9TKN,2026,483166,4,Sport Utility,Black Edition
Coupe,FRONT_WHEEL_DRIVE,HONDA,BF1D6TE,2026,482997,2,2dr Car,
EX AWD,ALL_WHEEL_DRIVE,HONDA,3B4H2TE,2026,484086,4,Sport Utility,EX
EX-L AWD,ALL_WHEEL_DRIVE,HONDA,3B4H4TJ,2026,484087,4,Sport Utility,EX-L
Touring AWD,ALL_WHEEL_DRIVE,HONDA,3B4H6TJ,2026,484088,4,Sport Utility,Touring
Sport AWD,ALL_WHEEL_DRIVE,HONDA,YK3F1TJ,2026,481493,4,Crew Cab Pickup,Sport
TrailSport AWD,ALL_WHEEL_DRIVE,HONDA,YK3F6TJN,2026,481494,4,Crew Cab Pickup,TrailSport
Black Edition AWD,ALL_WHEEL_DRIVE,HONDA,YK3F8TKN,2026,481495,4,Crew Cab Pickup,Black Edition
