Year,ModelNumber,Model,Trim,Source_sheets,DuplicateCount
2023,SA4SAA16J3AB,Santa Fe PHEV,Luxury PHEV AWD,CPO 2023,2
2023,PA1LAA38B200,Palisade,Preferred AWD,CPO 2023,6
2023,PA1LAA38BY00,Palisade,Urban AWD 8-Pass,CPO 2023,3
2023,PA1LAA38BY91,Palisade,Urban AWD 7-Pass,CPO 2023,3
2023,PA1LAA38B477,Palisade,Ultimate Caligraphy AWD,CPO 2023,5
2023,PA1LAA38B478,Palisade,Ultimate Caligraphy AWD (Beige Int.),CPO 2023,5
2023,SZ1SDA25D200,Santa Cruz,Preferred AWD,CPO 2023,4
2023,SZ1SDA25D241,Santa Cruz,Preferred AWD w/Trend,CPO 2023,3
2023,SZ1SDA25D400,Santa Cruz,Ultimate AWD,CPO 2023,4
2023,SZ1SDA25D495,Santa Cruz,Ultimate AWD w/ Colour Pack,CPO 2023,4
2023,I614EREME2AK,Ioniq 6,Preferred RWD Long Range,CPO 2023,3
2023,I614EAEME2AK,Ioniq 6,Preferred AWD Long Range,CPO 2023,3
2023,I614EAEME2AV,Ioniq 6,Ultimate AWD Long Range,CPO 2023,3
2023,KE1SEFEME200,Kona EV,EV Preferred,CPO 2023,5
2023,KE1SEFEME266,Kona EV,EV Preferred (Two-Tone),CPO 2023,4
2023,KE1SEFEME400,Kona EV,EV Ultimate,CPO 2023,5
2023,I51SEREME200,Ioniq 5,Preferred,CPO 2023,2
2023,I51SEREME2AK,Ioniq 5,Preferred Long Range,CPO 2023,4
2023,I51SEAEME2AK,Ioniq 5,Preferred AWD Long Range,CPO 2023,4
2023,I51SEAEME2AZ,Ioniq 5,Preferred AWD Long Range with Luxury package,CPO 2023,2
2023,I51SEAEME2AV,Ioniq 5,Preferred AWD Long Range with Ultimate package,CPO 2023,4
